words,frequency,Sentiment,Category
done,4,Positive,ART_AND_DESIGN
ever,4,Positive,ART_AND_DESIGN
plan,4,Positive,ART_AND_DESIGN
plans,4,Positive,ART_AND_DESIGN
rooms,4,Positive,ART_AND_DESIGN
relaxing,4,Positive,ART_AND_DESIGN
absolutely,3,Positive,ART_AND_DESIGN
funny,3,Positive,ART_AND_DESIGN
morning,3,Positive,ART_AND_DESIGN
outstanding,3,Positive,ART_AND_DESIGN
friends,3,Positive,ART_AND_DESIGN
goes,3,Positive,ART_AND_DESIGN
sometimes,3,Positive,ART_AND_DESIGN
cant,3,Positive,ART_AND_DESIGN
minutes,3,Positive,ART_AND_DESIGN
close,3,Positive,ART_AND_DESIGN
ad,3,Positive,ART_AND_DESIGN
liked,3,Positive,ART_AND_DESIGN
type,3,Positive,ART_AND_DESIGN
favorite,3,Positive,ART_AND_DESIGN
paying,3,Positive,ART_AND_DESIGN
photo,3,Positive,ART_AND_DESIGN
editor,3,Positive,ART_AND_DESIGN
bad,10,Negative,ART_AND_DESIGN
game,8,Negative,ART_AND_DESIGN
save,8,Negative,ART_AND_DESIGN
color,7,Negative,ART_AND_DESIGN
like,7,Negative,ART_AND_DESIGN
hate,6,Negative,ART_AND_DESIGN
even,6,Negative,ART_AND_DESIGN
thing,5,Negative,ART_AND_DESIGN
working,5,Negative,ART_AND_DESIGN
back,5,Negative,ART_AND_DESIGN
could,4,Negative,ART_AND_DESIGN
picture,4,Negative,ART_AND_DESIGN
worst,4,Negative,ART_AND_DESIGN
time,4,Negative,ART_AND_DESIGN
relaxing,4,Negative,ART_AND_DESIGN
drawing,4,Negative,ART_AND_DESIGN
difficult,4,Negative,ART_AND_DESIGN
plz,4,Negative,ART_AND_DESIGN
love,3,Negative,ART_AND_DESIGN
proper,3,Negative,ART_AND_DESIGN
stupid,3,Negative,ART_AND_DESIGN
image,3,Negative,ART_AND_DESIGN
something,3,Negative,ART_AND_DESIGN
im,3,Negative,ART_AND_DESIGN
coloring,3,Negative,ART_AND_DESIGN
though,3,Negative,ART_AND_DESIGN
pictures,3,Negative,ART_AND_DESIGN
ads,3,Negative,ART_AND_DESIGN
colours,3,Negative,ART_AND_DESIGN
horrible,2,Negative,ART_AND_DESIGN
download,2,Negative,ART_AND_DESIGN
think,2,Negative,ART_AND_DESIGN
hard,2,Negative,ART_AND_DESIGN
waste,2,Negative,ART_AND_DESIGN
bit,2,Negative,ART_AND_DESIGN
good,2,Negative,ART_AND_DESIGN
without,2,Negative,ART_AND_DESIGN
took,2,Negative,ART_AND_DESIGN
unable,2,Negative,ART_AND_DESIGN
went,2,Negative,ART_AND_DESIGN
nice,2,Negative,ART_AND_DESIGN
screen,2,Negative,ART_AND_DESIGN
looking,2,Negative,ART_AND_DESIGN
first,2,Negative,ART_AND_DESIGN
colors,2,Negative,ART_AND_DESIGN
feature,2,Negative,ART_AND_DESIGN
always,2,Negative,ART_AND_DESIGN
come,2,Negative,ART_AND_DESIGN
new,2,Negative,ART_AND_DESIGN
also,2,Negative,ART_AND_DESIGN
keeps,2,Negative,ART_AND_DESIGN
many,2,Negative,ART_AND_DESIGN
things,2,Negative,ART_AND_DESIGN
supposed,2,Negative,ART_AND_DESIGN
easy,2,Negative,ART_AND_DESIGN
pages,2,Negative,ART_AND_DESIGN
instructions,2,Negative,ART_AND_DESIGN
steps,2,Negative,ART_AND_DESIGN
understand,2,Negative,ART_AND_DESIGN
origami,2,Negative,ART_AND_DESIGN
ever,2,Negative,ART_AND_DESIGN
confusing,2,Negative,ART_AND_DESIGN
use,2,Negative,ART_AND_DESIGN
enjoying,2,Negative,ART_AND_DESIGN
soo,2,Negative,ART_AND_DESIGN
fun,2,Negative,ART_AND_DESIGN
install,2,Negative,ART_AND_DESIGN
relax,2,Negative,ART_AND_DESIGN
gave,2,Negative,ART_AND_DESIGN
late,1,Negative,ART_AND_DESIGN
alright,1,Negative,ART_AND_DESIGN
eyes,1,Negative,ART_AND_DESIGN
become,1,Negative,ART_AND_DESIGN
skin,1,Negative,ART_AND_DESIGN
instead,1,Negative,ART_AND_DESIGN
whitegood,1,Negative,ART_AND_DESIGN
creator,1,Negative,ART_AND_DESIGN
fixed,1,Negative,ART_AND_DESIGN
thati'd,1,Negative,ART_AND_DESIGN
recommend,1,Negative,ART_AND_DESIGN
maybe,1,Negative,ART_AND_DESIGN
redownload,1,Negative,ART_AND_DESIGN
itas,1,Negative,ART_AND_DESIGN
nowi,1,Negative,ART_AND_DESIGN
improve,1,Negative,ART_AND_DESIGN
control,1,Negative,ART_AND_DESIGN
stops,1,Negative,ART_AND_DESIGN
restart,1,Negative,ART_AND_DESIGN
noting,1,Negative,ART_AND_DESIGN
boring,1,Negative,ART_AND_DESIGN
appisko,1,Negative,ART_AND_DESIGN
na,1,Negative,ART_AND_DESIGN
kare,1,Negative,ART_AND_DESIGN
can't,1,Negative,ART_AND_DESIGN
freaking,1,Negative,ART_AND_DESIGN
re-download,1,Negative,ART_AND_DESIGN
ridiculous,1,Negative,ART_AND_DESIGN
minutes,1,Negative,ART_AND_DESIGN
little,1,Negative,ART_AND_DESIGN
trash,1,Negative,ART_AND_DESIGN
iam,1,Negative,ART_AND_DESIGN
deviceit,1,Negative,ART_AND_DESIGN
says,1,Negative,ART_AND_DESIGN
wrong,1,Negative,ART_AND_DESIGN
thats,1,Negative,ART_AND_DESIGN
logo,1,Negative,ART_AND_DESIGN
print,1,Negative,ART_AND_DESIGN
gone,1,Negative,ART_AND_DESIGN
rm599,1,Negative,ART_AND_DESIGN
terrible,1,Negative,ART_AND_DESIGN
chooser,1,Negative,ART_AND_DESIGN
brush/paint,1,Negative,ART_AND_DESIGN
go,1,Negative,ART_AND_DESIGN
reopen,1,Negative,ART_AND_DESIGN
definitely,1,Negative,ART_AND_DESIGN
liked,1,Negative,ART_AND_DESIGN
got,1,Negative,ART_AND_DESIGN
buggy,1,Negative,ART_AND_DESIGN
part,1,Negative,ART_AND_DESIGN
lot,1,Negative,ART_AND_DESIGN
shading,1,Negative,ART_AND_DESIGN
changed,1,Negative,ART_AND_DESIGN
blue!,1,Negative,ART_AND_DESIGN
disappointed,1,Negative,ART_AND_DESIGN
discovered,1,Negative,ART_AND_DESIGN
draw,1,Negative,ART_AND_DESIGN
mandala,1,Negative,ART_AND_DESIGN
crashes,1,Negative,ART_AND_DESIGN
midway,1,Negative,ART_AND_DESIGN
lose,1,Negative,ART_AND_DESIGN
mad,1,Negative,ART_AND_DESIGN
keep,1,Negative,ART_AND_DESIGN
right,1,Negative,ART_AND_DESIGN
unfinished,1,Negative,ART_AND_DESIGN
frustrating,1,Negative,ART_AND_DESIGN
hope,1,Negative,ART_AND_DESIGN
issue,1,Negative,ART_AND_DESIGN
resolved,1,Negative,ART_AND_DESIGN
soon,1,Negative,ART_AND_DESIGN
one,1,Negative,ART_AND_DESIGN
better,1,Negative,ART_AND_DESIGN
tried,1,Negative,ART_AND_DESIGN
update,1,Negative,ART_AND_DESIGN
images,1,Negative,ART_AND_DESIGN
frequently,1,Negative,ART_AND_DESIGN
mess,1,Negative,ART_AND_DESIGN
often,1,Negative,ART_AND_DESIGN
resets,1,Negative,ART_AND_DESIGN
coins,1,Negative,ART_AND_DESIGN
"""check",1,Negative,ART_AND_DESIGN
"in""",1,Negative,ART_AND_DESIGN
every,1,Negative,ART_AND_DESIGN
day,1,Negative,ART_AND_DESIGN
lost,1,Negative,ART_AND_DESIGN
progress,1,Negative,ART_AND_DESIGN
less,1,Negative,ART_AND_DESIGN
common,1,Negative,ART_AND_DESIGN
busy,1,Negative,ART_AND_DESIGN
bored,1,Negative,ART_AND_DESIGN
although,1,Negative,ART_AND_DESIGN
hold,1,Negative,ART_AND_DESIGN
colored,1,Negative,ART_AND_DESIGN
bubble,1,Negative,ART_AND_DESIGN
comes,1,Negative,ART_AND_DESIGN
kinda,1,Negative,ART_AND_DESIGN
annoyingif,1,Negative,ART_AND_DESIGN
like,9,Neutral,ART_AND_DESIGN
coloring,6,Neutral,ART_AND_DESIGN
file,5,Neutral,ART_AND_DESIGN
plan,5,Neutral,ART_AND_DESIGN
wish,4,Neutral,ART_AND_DESIGN
design,4,Neutral,ART_AND_DESIGN
time,4,Neutral,ART_AND_DESIGN
share,3,Neutral,ART_AND_DESIGN
pages,3,Neutral,ART_AND_DESIGN
give,3,Neutral,ART_AND_DESIGN
could,3,Neutral,ART_AND_DESIGN
can't,3,Neutral,ART_AND_DESIGN
floor,3,Neutral,ART_AND_DESIGN
gd,2,Neutral,ART_AND_DESIGN
vi,2,Neutral,ART_AND_DESIGN
want,2,Neutral,ART_AND_DESIGN
edit,2,Neutral,ART_AND_DESIGN
go,2,Neutral,ART_AND_DESIGN
told,2,Neutral,ART_AND_DESIGN
pay,2,Neutral,ART_AND_DESIGN
cant,2,Neutral,ART_AND_DESIGN
money,2,Neutral,ART_AND_DESIGN
stars,2,Neutral,ART_AND_DESIGN
disappears,2,Neutral,ART_AND_DESIGN
lot,2,Neutral,ART_AND_DESIGN
preview,2,Neutral,ART_AND_DESIGN
project,2,Neutral,ART_AND_DESIGN
delivered,2,Neutral,ART_AND_DESIGN
tech,2,Neutral,ART_AND_DESIGN
support,2,Neutral,ART_AND_DESIGN
play,2,Neutral,ART_AND_DESIGN
refund,2,Neutral,ART_AND_DESIGN
even,2,Neutral,ART_AND_DESIGN
take,2,Neutral,ART_AND_DESIGN
layout,2,Neutral,ART_AND_DESIGN
build,2,Neutral,ART_AND_DESIGN
would,2,Neutral,ART_AND_DESIGN
cloud,2,Neutral,ART_AND_DESIGN
3d,2,Neutral,ART_AND_DESIGN
access,2,Neutral,ART_AND_DESIGN
pictures,2,Neutral,ART_AND_DESIGN
game,2,Neutral,ART_AND_DESIGN
eeee,1,Neutral,ART_AND_DESIGN
jitendra,1,Neutral,ART_AND_DESIGN
kumar,1,Neutral,ART_AND_DESIGN
kori,1,Neutral,ART_AND_DESIGN
holy,1,Neutral,ART_AND_DESIGN
juer,1,Neutral,ART_AND_DESIGN
saif,1,Neutral,ART_AND_DESIGN
thu,1,Neutral,ART_AND_DESIGN
mst,1,Neutral,ART_AND_DESIGN
cheat,1,Neutral,ART_AND_DESIGN
nonsense,1,Neutral,ART_AND_DESIGN
shohibk966,1,Neutral,ART_AND_DESIGN
chatter,1,Neutral,ART_AND_DESIGN
rubbish,1,Neutral,ART_AND_DESIGN
#garbage,1,Neutral,ART_AND_DESIGN
bkwass,1,Neutral,ART_AND_DESIGN
plz,1,Neutral,ART_AND_DESIGN
add,1,Neutral,ART_AND_DESIGN
rotate,1,Neutral,ART_AND_DESIGN
purchased,1,Neutral,ART_AND_DESIGN
someone,1,Neutral,ART_AND_DESIGN
im,1,Neutral,ART_AND_DESIGN
ive,1,Neutral,ART_AND_DESIGN
talked,1,Neutral,ART_AND_DESIGN
customer,1,Neutral,ART_AND_DESIGN
yet,1,Neutral,ART_AND_DESIGN
back,1,Neutral,ART_AND_DESIGN
business,1,Neutral,ART_AND_DESIGN
cards,1,Neutral,ART_AND_DESIGN
id,1,Neutral,ART_AND_DESIGN
possible,1,Neutral,ART_AND_DESIGN
images,1,Neutral,ART_AND_DESIGN
opening,1,Neutral,ART_AND_DESIGN
visible,1,Neutral,ART_AND_DESIGN
thumbnail,1,Neutral,ART_AND_DESIGN
soon,1,Neutral,ART_AND_DESIGN
loaded,1,Neutral,ART_AND_DESIGN
settings,1,Neutral,ART_AND_DESIGN
work,1,Neutral,ART_AND_DESIGN
phone,1,Neutral,ART_AND_DESIGN
purchase,1,Neutral,ART_AND_DESIGN
borders/shapes,1,Neutral,ART_AND_DESIGN
bought,1,Neutral,ART_AND_DESIGN
keep,1,Neutral,ART_AND_DESIGN
spend,1,Neutral,ART_AND_DESIGN
different,1,Neutral,ART_AND_DESIGN
days,1,Neutral,ART_AND_DESIGN
thing,1,Neutral,ART_AND_DESIGN
corrupted,1,Neutral,ART_AND_DESIGN
wrote,1,Neutral,ART_AND_DESIGN
contact,1,Neutral,ART_AND_DESIGN
google,1,Neutral,ART_AND_DESIGN
ask,1,Neutral,ART_AND_DESIGN
asked,1,Neutral,ART_AND_DESIGN
art,1,Neutral,ART_AND_DESIGN
correctly,1,Neutral,ART_AND_DESIGN
avoid!,1,Neutral,ART_AND_DESIGN
joke,1,Neutral,ART_AND_DESIGN
pressed,1,Neutral,ART_AND_DESIGN
button,1,Neutral,ART_AND_DESIGN
tons,1,Neutral,ART_AND_DESIGN
gradients,1,Neutral,ART_AND_DESIGN
well,1,Neutral,ART_AND_DESIGN
solids,1,Neutral,ART_AND_DESIGN
erasers,1,Neutral,ART_AND_DESIGN
multiple,1,Neutral,ART_AND_DESIGN
tools,1,Neutral,ART_AND_DESIGN
choose,1,Neutral,ART_AND_DESIGN
size,1,Neutral,ART_AND_DESIGN
brushes,1,Neutral,ART_AND_DESIGN
it'd,1,Neutral,ART_AND_DESIGN
perfection!,1,Neutral,ART_AND_DESIGN
sort,1,Neutral,ART_AND_DESIGN
revolutionary,1,Neutral,ART_AND_DESIGN
put,1,Neutral,ART_AND_DESIGN
aside,1,Neutral,ART_AND_DESIGN
markers,1,Neutral,ART_AND_DESIGN
think,1,Neutral,ART_AND_DESIGN
origami,1,Neutral,ART_AND_DESIGN
steps,1,Neutral,ART_AND_DESIGN
missing,1,Neutral,ART_AND_DESIGN
help,1,Neutral,ART_AND_DESIGN
idealistic,1,Neutral,ART_AND_DESIGN
dont,1,Neutral,ART_AND_DESIGN
install,1,Neutral,ART_AND_DESIGN
darun,1,Neutral,ART_AND_DESIGN
use,1,Neutral,ART_AND_DESIGN
reason,1,Neutral,ART_AND_DESIGN
screenshot,1,Neutral,ART_AND_DESIGN
save,1,Neutral,ART_AND_DESIGN
picture,1,Neutral,ART_AND_DESIGN
device,1,Neutral,ART_AND_DESIGN
without,1,Neutral,ART_AND_DESIGN
allows,1,Neutral,ART_AND_DESIGN
modify,1,Neutral,ART_AND_DESIGN
s#*t,1,Neutral,ART_AND_DESIGN
may,1,Neutral,ART_AND_DESIGN
know,1,Neutral,ART_AND_DESIGN
jpeg,1,Neutral,ART_AND_DESIGN
follow,1,Neutral,ART_AND_DESIGN
scale,1,Neutral,ART_AND_DESIGN
1:100(according,1,Neutral,ART_AND_DESIGN
done),1,Neutral,ART_AND_DESIGN
print,1,Neutral,ART_AND_DESIGN
restore,1,Neutral,ART_AND_DESIGN
"""view",1,Neutral,ART_AND_DESIGN
"plan""",1,Neutral,ART_AND_DESIGN
editor,1,Neutral,ART_AND_DESIGN
screenshots,1,Neutral,ART_AND_DESIGN
also,1,Neutral,ART_AND_DESIGN
variety,1,Neutral,ART_AND_DESIGN
plants,1,Neutral,ART_AND_DESIGN
trees,1,Neutral,ART_AND_DESIGN
furniture,1,Neutral,ART_AND_DESIGN
wall,1,Neutral,ART_AND_DESIGN
accessories,1,Neutral,ART_AND_DESIGN
human,1,Neutral,ART_AND_DESIGN
figures,1,Neutral,ART_AND_DESIGN
gives,1,Neutral,ART_AND_DESIGN
record,1,Neutral,ART_AND_DESIGN
thoughts,1,Neutral,ART_AND_DESIGN
ideas,1,Neutral,ART_AND_DESIGN
notebook,1,Neutral,ART_AND_DESIGN
view,1,Neutral,ART_AND_DESIGN
menu,1,Neutral,ART_AND_DESIGN
hanging,1,Neutral,ART_AND_DESIGN
good,47,Positive,LIBRARIES_AND_DEMO
great,31,Positive,LIBRARIES_AND_DEMO
love,29,Positive,LIBRARIES_AND_DEMO
effects,29,Positive,LIBRARIES_AND_DEMO
aviary,28,Positive,LIBRARIES_AND_DEMO
nice,24,Positive,LIBRARIES_AND_DEMO
like,23,Positive,LIBRARIES_AND_DEMO
best,23,Positive,LIBRARIES_AND_DEMO
can't,22,Positive,LIBRARIES_AND_DEMO
phone,22,Positive,LIBRARIES_AND_DEMO
need,19,Positive,LIBRARIES_AND_DEMO
find,19,Positive,LIBRARIES_AND_DEMO
would,19,Positive,LIBRARIES_AND_DEMO
free,19,Positive,LIBRARIES_AND_DEMO
works,17,Positive,LIBRARIES_AND_DEMO
work,16,Positive,LIBRARIES_AND_DEMO
screen,16,Positive,LIBRARIES_AND_DEMO
add,15,Positive,LIBRARIES_AND_DEMO
full,15,Positive,LIBRARIES_AND_DEMO
photo,15,Positive,LIBRARIES_AND_DEMO
camera,15,Positive,LIBRARIES_AND_DEMO
even,14,Positive,LIBRARIES_AND_DEMO
much,14,Positive,LIBRARIES_AND_DEMO
simple,13,Positive,LIBRARIES_AND_DEMO
give,13,Positive,LIBRARIES_AND_DEMO
stickers,13,Positive,LIBRARIES_AND_DEMO
update,11,Positive,LIBRARIES_AND_DEMO
using,11,Positive,LIBRARIES_AND_DEMO
installed,10,Positive,LIBRARIES_AND_DEMO
awesome,10,Positive,LIBRARIES_AND_DEMO
easy,10,Positive,LIBRARIES_AND_DEMO
keep,10,Positive,LIBRARIES_AND_DEMO
editor,10,Positive,LIBRARIES_AND_DEMO
could,10,Positive,LIBRARIES_AND_DEMO
stars,10,Positive,LIBRARIES_AND_DEMO
apk,9,Positive,LIBRARIES_AND_DEMO
effect,9,Positive,LIBRARIES_AND_DEMO
time,9,Positive,LIBRARIES_AND_DEMO
better,9,Positive,LIBRARIES_AND_DEMO
used,9,Positive,LIBRARIES_AND_DEMO
first,9,Positive,LIBRARIES_AND_DEMO
open,9,Positive,LIBRARIES_AND_DEMO
perfect,9,Positive,LIBRARIES_AND_DEMO
thanks,9,Positive,LIBRARIES_AND_DEMO
install,8,Positive,LIBRARIES_AND_DEMO
problem,8,Positive,LIBRARIES_AND_DEMO
android,8,Positive,LIBRARIES_AND_DEMO
review,8,Positive,LIBRARIES_AND_DEMO
every,8,Positive,LIBRARIES_AND_DEMO
help,8,Positive,LIBRARIES_AND_DEMO
google,8,Positive,LIBRARIES_AND_DEMO
also,8,Positive,LIBRARIES_AND_DEMO
new,8,Positive,LIBRARIES_AND_DEMO
editing,8,Positive,LIBRARIES_AND_DEMO
want,8,Positive,LIBRARIES_AND_DEMO
option,8,Positive,LIBRARIES_AND_DEMO
many,8,Positive,LIBRARIES_AND_DEMO
version,8,Positive,LIBRARIES_AND_DEMO
try,8,Positive,LIBRARIES_AND_DEMO
able,8,Positive,LIBRARIES_AND_DEMO
ringtone,8,Positive,LIBRARIES_AND_DEMO
thought,7,Positive,LIBRARIES_AND_DEMO
job,7,Positive,LIBRARIES_AND_DEMO
play,7,Positive,LIBRARIES_AND_DEMO
tried,7,Positive,LIBRARIES_AND_DEMO
quality,7,Positive,LIBRARIES_AND_DEMO
one,7,Positive,LIBRARIES_AND_DEMO
times,7,Positive,LIBRARIES_AND_DEMO
working,7,Positive,LIBRARIES_AND_DEMO
well,7,Positive,LIBRARIES_AND_DEMO
barcode,7,Positive,LIBRARIES_AND_DEMO
essential,7,Positive,LIBRARIES_AND_DEMO
people,6,Positive,LIBRARIES_AND_DEMO
without,6,Positive,LIBRARIES_AND_DEMO
must,6,Positive,LIBRARIES_AND_DEMO
downloaded,6,Positive,LIBRARIES_AND_DEMO
see,6,Positive,LIBRARIES_AND_DEMO
fine,6,Positive,LIBRARIES_AND_DEMO
thank,6,Positive,LIBRARIES_AND_DEMO
classic,6,Positive,LIBRARIES_AND_DEMO
loved,6,Positive,LIBRARIES_AND_DEMO
plugins,6,Positive,LIBRARIES_AND_DEMO
lot,6,Positive,LIBRARIES_AND_DEMO
options,6,Positive,LIBRARIES_AND_DEMO
something,6,Positive,LIBRARIES_AND_DEMO
software,6,Positive,LIBRARIES_AND_DEMO
old,6,Positive,LIBRARIES_AND_DEMO
support,6,Positive,LIBRARIES_AND_DEMO
wish,6,Positive,LIBRARIES_AND_DEMO
meditation,6,Positive,LIBRARIES_AND_DEMO
right,6,Positive,LIBRARIES_AND_DEMO
mode,6,Positive,LIBRARIES_AND_DEMO
password,6,Positive,LIBRARIES_AND_DEMO
enjoy,5,Positive,LIBRARIES_AND_DEMO
going,5,Positive,LIBRARIES_AND_DEMO
use,5,Positive,LIBRARIES_AND_DEMO
ever,5,Positive,LIBRARIES_AND_DEMO
internet,5,Positive,LIBRARIES_AND_DEMO
filter,5,Positive,LIBRARIES_AND_DEMO
sure,5,Positive,LIBRARIES_AND_DEMO
frames,5,Positive,LIBRARIES_AND_DEMO
go,5,Positive,LIBRARIES_AND_DEMO
back,5,Positive,LIBRARIES_AND_DEMO
nothing,5,Positive,LIBRARIES_AND_DEMO
available,5,Positive,LIBRARIES_AND_DEMO
top,5,Positive,LIBRARIES_AND_DEMO
seems,5,Positive,LIBRARIES_AND_DEMO
say,5,Positive,LIBRARIES_AND_DEMO
pretty,5,Positive,LIBRARIES_AND_DEMO
else,5,Positive,LIBRARIES_AND_DEMO
thing,5,Positive,LIBRARIES_AND_DEMO
different,5,Positive,LIBRARIES_AND_DEMO
scanner,5,Positive,LIBRARIES_AND_DEMO
though,5,Positive,LIBRARIES_AND_DEMO
night,5,Positive,LIBRARIES_AND_DEMO
relaxing,5,Positive,LIBRARIES_AND_DEMO
chakra,5,Positive,LIBRARIES_AND_DEMO
music,5,Positive,LIBRARIES_AND_DEMO
doorbell,5,Positive,LIBRARIES_AND_DEMO
email,5,Positive,LIBRARIES_AND_DEMO
great!,4,Positive,LIBRARIES_AND_DEMO
listen,4,Positive,LIBRARIES_AND_DEMO
apks,4,Positive,LIBRARIES_AND_DEMO
installer,4,Positive,LIBRARIES_AND_DEMO
that's,4,Positive,LIBRARIES_AND_DEMO
needs,4,Positive,LIBRARIES_AND_DEMO
installing,4,Positive,LIBRARIES_AND_DEMO
actually,4,Positive,LIBRARIES_AND_DEMO
helpful,4,Positive,LIBRARIES_AND_DEMO
phones,4,Positive,LIBRARIES_AND_DEMO
bad,4,Positive,LIBRARIES_AND_DEMO
done,4,Positive,LIBRARIES_AND_DEMO
waste,4,Positive,LIBRARIES_AND_DEMO
everything,4,Positive,LIBRARIES_AND_DEMO
found,4,Positive,LIBRARIES_AND_DEMO
paid,4,Positive,LIBRARIES_AND_DEMO
cool,4,Positive,LIBRARIES_AND_DEMO
fix,4,Positive,LIBRARIES_AND_DEMO
package,4,Positive,LIBRARIES_AND_DEMO
cant,4,Positive,LIBRARIES_AND_DEMO
uninstall,4,Positive,LIBRARIES_AND_DEMO
pics,4,Positive,LIBRARIES_AND_DEMO
uninstalled,4,Positive,LIBRARIES_AND_DEMO
guys,4,Positive,LIBRARIES_AND_DEMO
adding,4,Positive,LIBRARIES_AND_DEMO
type,4,Positive,LIBRARIES_AND_DEMO
take,4,Positive,LIBRARIES_AND_DEMO
whole,4,Positive,LIBRARIES_AND_DEMO
friends,4,Positive,LIBRARIES_AND_DEMO
read,4,Positive,LIBRARIES_AND_DEMO
company,4,Positive,LIBRARIES_AND_DEMO
data,4,Positive,LIBRARIES_AND_DEMO
far,4,Positive,LIBRARIES_AND_DEMO
health,4,Positive,LIBRARIES_AND_DEMO
sound,4,Positive,LIBRARIES_AND_DEMO
soothing,4,Positive,LIBRARIES_AND_DEMO
sleep,4,Positive,LIBRARIES_AND_DEMO
effects,9,Negative,LIBRARIES_AND_DEMO
can't,8,Negative,LIBRARIES_AND_DEMO
useless,7,Negative,LIBRARIES_AND_DEMO
aviary,7,Negative,LIBRARIES_AND_DEMO
phone,6,Negative,LIBRARIES_AND_DEMO
hate,6,Negative,LIBRARIES_AND_DEMO
camera,6,Negative,LIBRARIES_AND_DEMO
bad,5,Negative,LIBRARIES_AND_DEMO
fix,5,Negative,LIBRARIES_AND_DEMO
find,5,Negative,LIBRARIES_AND_DEMO
paid,4,Negative,LIBRARIES_AND_DEMO
people,4,Negative,LIBRARIES_AND_DEMO
want,4,Negative,LIBRARIES_AND_DEMO
much,4,Negative,LIBRARIES_AND_DEMO
wave,4,Negative,LIBRARIES_AND_DEMO
download,3,Negative,LIBRARIES_AND_DEMO
time,3,Negative,LIBRARIES_AND_DEMO
working,3,Negative,LIBRARIES_AND_DEMO
install,3,Negative,LIBRARIES_AND_DEMO
work,3,Negative,LIBRARIES_AND_DEMO
crap,3,Negative,LIBRARIES_AND_DEMO
filters,3,Negative,LIBRARIES_AND_DEMO
reinstalled,3,Negative,LIBRARIES_AND_DEMO
even,3,Negative,LIBRARIES_AND_DEMO
used,3,Negative,LIBRARIES_AND_DEMO
available,3,Negative,LIBRARIES_AND_DEMO
play,3,Negative,LIBRARIES_AND_DEMO
could,3,Negative,LIBRARIES_AND_DEMO
good,3,Negative,LIBRARIES_AND_DEMO
unless,3,Negative,LIBRARIES_AND_DEMO
plugin,3,Negative,LIBRARIES_AND_DEMO
description,3,Negative,LIBRARIES_AND_DEMO
annoying,3,Negative,LIBRARIES_AND_DEMO
helpful,2,Negative,LIBRARIES_AND_DEMO
show,2,Negative,LIBRARIES_AND_DEMO
waste,2,Negative,LIBRARIES_AND_DEMO
uninstall,2,Negative,LIBRARIES_AND_DEMO
game,2,Negative,LIBRARIES_AND_DEMO
apk,2,Negative,LIBRARIES_AND_DEMO
completely,2,Negative,LIBRARIES_AND_DEMO
gone,2,Negative,LIBRARIES_AND_DEMO
already,2,Negative,LIBRARIES_AND_DEMO
given,2,Negative,LIBRARIES_AND_DEMO
thats,2,Negative,LIBRARIES_AND_DEMO
maybe,2,Negative,LIBRARIES_AND_DEMO
classic,2,Negative,LIBRARIES_AND_DEMO
purchased,2,Negative,LIBRARIES_AND_DEMO
sucks,2,Negative,LIBRARIES_AND_DEMO
installed,2,Negative,LIBRARIES_AND_DEMO
r,2,Negative,LIBRARIES_AND_DEMO
problem,2,Negative,LIBRARIES_AND_DEMO
apply,2,Negative,LIBRARIES_AND_DEMO
previously,2,Negative,LIBRARIES_AND_DEMO
showing,2,Negative,LIBRARIES_AND_DEMO
also,2,Negative,LIBRARIES_AND_DEMO
blemish,2,Negative,LIBRARIES_AND_DEMO
back,2,Negative,LIBRARIES_AND_DEMO
disappointed,2,Negative,LIBRARIES_AND_DEMO
seems,2,Negative,LIBRARIES_AND_DEMO
automatically,2,Negative,LIBRARIES_AND_DEMO
see,2,Negative,LIBRARIES_AND_DEMO
updated,2,Negative,LIBRARIES_AND_DEMO
different,2,Negative,LIBRARIES_AND_DEMO
pretty,2,Negative,LIBRARIES_AND_DEMO
things,2,Negative,LIBRARIES_AND_DEMO
choose,2,Negative,LIBRARIES_AND_DEMO
pay,2,Negative,LIBRARIES_AND_DEMO
stickers,2,Negative,LIBRARIES_AND_DEMO
many,2,Negative,LIBRARIES_AND_DEMO
rate,2,Negative,LIBRARIES_AND_DEMO
ads,2,Negative,LIBRARIES_AND_DEMO
disappointing,2,Negative,LIBRARIES_AND_DEMO
option,2,Negative,LIBRARIES_AND_DEMO
needed,2,Negative,LIBRARIES_AND_DEMO
list,2,Negative,LIBRARIES_AND_DEMO
waves,2,Negative,LIBRARIES_AND_DEMO
stars,2,Negative,LIBRARIES_AND_DEMO
without,2,Negative,LIBRARIES_AND_DEMO
wanted,2,Negative,LIBRARIES_AND_DEMO
worst,2,Negative,LIBRARIES_AND_DEMO
ever,2,Negative,LIBRARIES_AND_DEMO
would,2,Negative,LIBRARIES_AND_DEMO
messages,2,Negative,LIBRARIES_AND_DEMO
poor,2,Negative,LIBRARIES_AND_DEMO
essential,2,Negative,LIBRARIES_AND_DEMO
issues,2,Negative,LIBRARIES_AND_DEMO
android,2,Negative,LIBRARIES_AND_DEMO
fixed,2,Negative,LIBRARIES_AND_DEMO
constantly,2,Negative,LIBRARIES_AND_DEMO
anymore,2,Negative,LIBRARIES_AND_DEMO
returning,2,Negative,LIBRARIES_AND_DEMO
sense,1,Negative,LIBRARIES_AND_DEMO
ain't,1,Negative,LIBRARIES_AND_DEMO
folders,1,Negative,LIBRARIES_AND_DEMO
root,1,Negative,LIBRARIES_AND_DEMO
folder,1,Negative,LIBRARIES_AND_DEMO
