words,frequency,Sentiment,Category
cards,22,Negative,SHOPPING
can't,21,Negative,SHOPPING
update,20,Negative,SHOPPING
account,19,Negative,SHOPPING
need,18,Negative,SHOPPING
useless,18,Negative,SHOPPING
work,18,Negative,SHOPPING
buy,18,Negative,SHOPPING
horrible,17,Negative,SHOPPING
try,17,Negative,SHOPPING
items,17,Negative,SHOPPING
annoying,17,Negative,SHOPPING
check,16,Negative,SHOPPING
purchase,15,Negative,SHOPPING
back,15,Negative,SHOPPING
gyft,15,Negative,SHOPPING
every,14,Negative,SHOPPING
find,14,Negative,SHOPPING
add,13,Negative,SHOPPING
support,13,Negative,SHOPPING
could,13,Negative,SHOPPING
fix,12,Negative,SHOPPING
much,12,Negative,SHOPPING
worst,12,Negative,SHOPPING
bought,12,Negative,SHOPPING
always,12,Negative,SHOPPING
australian,12,Negative,SHOPPING
though,12,Negative,SHOPPING
tried,12,Negative,SHOPPING
bitcoin,12,Negative,SHOPPING
give,11,Negative,SHOPPING
bad,11,Negative,SHOPPING
phone,11,Negative,SHOPPING
going,11,Negative,SHOPPING
used,11,Negative,SHOPPING
like,11,Negative,SHOPPING
send,11,Negative,SHOPPING
away,11,Negative,SHOPPING
ever,11,Negative,SHOPPING
received,10,Negative,SHOPPING
terrible,10,Negative,SHOPPING
wrong,10,Negative,SHOPPING
know,10,Negative,SHOPPING
frustrating,9,Negative,SHOPPING
item,9,Negative,SHOPPING
order,9,Negative,SHOPPING
slow,9,Negative,SHOPPING
different,9,Negative,SHOPPING
prime,9,Negative,SHOPPING
got,9,Negative,SHOPPING
go,9,Negative,SHOPPING
coupons,9,Negative,SHOPPING
took,9,Negative,SHOPPING
beware,9,Negative,SHOPPING
less,8,Negative,SHOPPING
see,8,Negative,SHOPPING
hell,8,Negative,SHOPPING
times,8,Negative,SHOPPING
hate,8,Negative,SHOPPING
shopping,8,Negative,SHOPPING
something,8,Negative,SHOPPING
would,8,Negative,SHOPPING
help,8,Negative,SHOPPING
put,8,Negative,SHOPPING
number,8,Negative,SHOPPING
also,7,Negative,SHOPPING
stars,7,Negative,SHOPPING
great,7,Negative,SHOPPING
ordered,7,Negative,SHOPPING
dispute,7,Negative,SHOPPING
return,7,Negative,SHOPPING
anything,7,Negative,SHOPPING
without,7,Negative,SHOPPING
load,7,Negative,SHOPPING
waste,7,Negative,SHOPPING
says,7,Negative,SHOPPING
new,7,Negative,SHOPPING
years,7,Negative,SHOPPING
minutes,7,Negative,SHOPPING
points,7,Negative,SHOPPING
cash,7,Negative,SHOPPING
message,7,Negative,SHOPPING
problem,7,Negative,SHOPPING
membership,7,Negative,SHOPPING
value,7,Negative,SHOPPING
adding,7,Negative,SHOPPING
takes,6,Negative,SHOPPING
long,6,Negative,SHOPPING
error,6,Negative,SHOPPING
save,6,Negative,SHOPPING
products,6,Negative,SHOPPING
many,6,Negative,SHOPPING
open,6,Negative,SHOPPING
what's,6,Negative,SHOPPING
review,6,Negative,SHOPPING
cancel,6,Negative,SHOPPING
months,6,Negative,SHOPPING
ago,6,Negative,SHOPPING
track,6,Negative,SHOPPING
move,6,Negative,SHOPPING
list,6,Negative,SHOPPING
lot,6,Negative,SHOPPING
change,6,Negative,SHOPPING
went,6,Negative,SHOPPING
lists,6,Negative,SHOPPING
sucks,6,Negative,SHOPPING
cart,6,Negative,SHOPPING
dollar,6,Negative,SHOPPING
total,6,Negative,SHOPPING
everyone,6,Negative,SHOPPING
exist,6,Negative,SHOPPING
business,6,Negative,SHOPPING
seriously,6,Negative,SHOPPING
paypal,6,Negative,SHOPPING
transaction,6,Negative,SHOPPING
b,6,Negative,SHOPPING
days,5,Negative,SHOPPING
since,5,Negative,SHOPPING
last,5,Negative,SHOPPING
hard,5,Negative,SHOPPING
google,5,Negative,SHOPPING
calculate,5,Negative,SHOPPING
zoom,5,Negative,SHOPPING
poor,5,Negative,SHOPPING
page,5,Negative,SHOPPING
everything,5,Negative,SHOPPING
better,5,Negative,SHOPPING
checked,5,Negative,SHOPPING
amount,5,Negative,SHOPPING
like,112,Positive,COMMUNICATION
yet,5,Negative,SHOPPING
fixed,5,Negative,SHOPPING
watch,5,Negative,SHOPPING
least,5,Negative,SHOPPING
uninstalling,5,Negative,SHOPPING
uh,5,Negative,SHOPPING
oh,5,Negative,SHOPPING
issue,5,Negative,SHOPPING
said,5,Negative,SHOPPING
receipt,5,Negative,SHOPPING
info,5,Negative,SHOPPING
easy,5,Negative,SHOPPING
back,16,Neutral,SHOPPING
like,15,Neutral,SHOPPING
money,15,Neutral,SHOPPING
groupon,15,Neutral,SHOPPING
account,14,Neutral,SHOPPING
work,12,Neutral,SHOPPING
time,10,Neutral,SHOPPING
one,10,Neutral,SHOPPING
would,9,Neutral,SHOPPING
want,9,Neutral,SHOPPING
english,9,Neutral,SHOPPING
could,9,Neutral,SHOPPING
go,9,Neutral,SHOPPING
never,9,Neutral,SHOPPING
refund,8,Neutral,SHOPPING
everything,8,Neutral,SHOPPING
phone,8,Neutral,SHOPPING
another,29,Positive,PRODUCTIVITY
product,7,Neutral,SHOPPING
need,7,Neutral,SHOPPING
browser,7,Neutral,SHOPPING
another,15,Negative,PRODUCTIVITY
company,7,Neutral,SHOPPING
tried,7,Neutral,SHOPPING
language,6,Neutral,SHOPPING
days,6,Neutral,SHOPPING
even,6,Neutral,SHOPPING
cash,6,Neutral,SHOPPING
review,6,Neutral,SHOPPING
chargers,6,Neutral,SHOPPING
weeks,6,Neutral,SHOPPING
stay,6,Neutral,SHOPPING
payment,6,Neutral,SHOPPING
declined,6,Neutral,SHOPPING
remaining,6,Neutral,SHOPPING
balance,6,Neutral,SHOPPING
purchase,6,Neutral,SHOPPING
give,5,Neutral,SHOPPING
find,5,Neutral,SHOPPING
option,5,Neutral,SHOPPING
wait,5,Neutral,SHOPPING
store,5,Neutral,SHOPPING
log,5,Neutral,SHOPPING
working,5,Neutral,SHOPPING
later,5,Neutral,SHOPPING
approved,5,Neutral,SHOPPING
bs,5,Neutral,SHOPPING
cards,5,Neutral,SHOPPING
call,4,Neutral,SHOPPING
clicked,4,Neutral,SHOPPING
version,4,Neutral,SHOPPING
problem,4,Neutral,SHOPPING
used,4,Neutral,SHOPPING
may,4,Neutral,SHOPPING
paypal,4,Neutral,SHOPPING
asos,4,Neutral,SHOPPING
done,4,Neutral,SHOPPING
ever,4,Neutral,SHOPPING
see,4,Neutral,SHOPPING
shop,4,Neutral,SHOPPING
open,4,Neutral,SHOPPING
fix,4,Neutral,SHOPPING
notifications,4,Neutral,SHOPPING
end,4,Neutral,SHOPPING
purchased,4,Neutral,SHOPPING
seem,4,Neutral,SHOPPING
locks,4,Neutral,SHOPPING
got,4,Neutral,SHOPPING
customer,4,Neutral,SHOPPING
create,4,Neutral,SHOPPING
tickets,4,Neutral,SHOPPING
referral,4,Neutral,SHOPPING
pick,4,Neutral,SHOPPING
username,4,Neutral,SHOPPING
can't,4,Neutral,SHOPPING
thought,4,Neutral,SHOPPING
know,4,Neutral,SHOPPING
saying,4,Neutral,SHOPPING
number,4,Neutral,SHOPPING
samsung,4,Neutral,SHOPPING
card,4,Neutral,SHOPPING
save,4,Neutral,SHOPPING
nothing,4,Neutral,SHOPPING
tell,4,Neutral,SHOPPING
contacted,4,Neutral,SHOPPING
day,4,Neutral,SHOPPING
said,3,Neutral,SHOPPING
points,3,Neutral,SHOPPING
use,3,Neutral,SHOPPING
thank,3,Neutral,SHOPPING
keep,3,Neutral,SHOPPING
up!,3,Neutral,SHOPPING
freezes,3,Neutral,SHOPPING
every,3,Neutral,SHOPPING
well,3,Neutral,SHOPPING
actually,3,Neutral,SHOPPING
looking,3,Neutral,SHOPPING
amazon,3,Neutral,SHOPPING
issues,3,Neutral,SHOPPING
shopping,3,Neutral,SHOPPING
buy,3,Neutral,SHOPPING
ordered,3,Neutral,SHOPPING
order,3,Neutral,SHOPPING
wont,3,Neutral,SHOPPING
code,3,Neutral,SHOPPING
already,3,Neutral,SHOPPING
issue,3,Neutral,SHOPPING
reciepts,3,Neutral,SHOPPING
email,3,Neutral,SHOPPING
receive,3,Neutral,SHOPPING
saw,3,Neutral,SHOPPING
thing,3,Neutral,SHOPPING
changed,3,Neutral,SHOPPING
star,3,Neutral,SHOPPING
accidently,3,Neutral,SHOPPING
charge,3,Neutral,SHOPPING
getaway,3,Neutral,SHOPPING
big,3,Neutral,SHOPPING
charges,3,Neutral,SHOPPING
steps,3,Neutral,SHOPPING
prevent,3,Neutral,SHOPPING
cases,3,Neutral,SHOPPING
leaving,3,Neutral,SHOPPING
leave,3,Neutral,SHOPPING
specific,3,Neutral,SHOPPING
stopped,3,Neutral,SHOPPING
exploded,3,Neutral,SHOPPING
burnt,3,Neutral,SHOPPING
called,3,Neutral,SHOPPING
accipio,3,Neutral,SHOPPING
techn,3,Neutral,SHOPPING
away,3,Neutral,SHOPPING
company!,3,Neutral,SHOPPING
immediately,3,Neutral,SHOPPING
mistakenly,3,Neutral,SHOPPING
bought,3,Neutral,SHOPPING
bird,3,Neutral,SHOPPING
kingdom,3,Neutral,SHOPPING
refunds,3,Neutral,SHOPPING
towards,3,Neutral,SHOPPING
wagjag,3,Neutral,SHOPPING
didnt,3,Neutral,SHOPPING
apply,3,Neutral,SHOPPING
different,3,Neutral,SHOPPING
deal,3,Neutral,SHOPPING
pay,3,Neutral,SHOPPING
rabobank!,3,Neutral,SHOPPING
maybe,3,Neutral,SHOPPING
remove,3,Neutral,SHOPPING
grouponnl,3,Neutral,SHOPPING
garbage,3,Neutral,SHOPPING
cannot,3,Neutral,SHOPPING
attempt,3,Neutral,SHOPPING
great,201,Positive,MEDICAL
easy,176,Positive,MEDICAL
love,156,Positive,MEDICAL
good,131,Positive,MEDICAL
would,100,Positive,MEDICAL
time,99,Positive,MEDICAL
like,92,Positive,MEDICAL
information,85,Positive,MEDICAL
also,83,Positive,MEDICAL
need,81,Positive,MEDICAL
best,80,Positive,MEDICAL
work,73,Positive,MEDICAL
much,73,Positive,MEDICAL
even,65,Positive,MEDICAL
helpful,63,Positive,MEDICAL
full,60,Positive,MEDICAL
see,58,Positive,MEDICAL
well,57,Positive,MEDICAL
useful,57,Positive,MEDICAL
could,57,Positive,MEDICAL
doctor,56,Positive,MEDICAL
able,56,Positive,MEDICAL
keep,54,Positive,MEDICAL
review,53,Positive,MEDICAL
version,53,Positive,MEDICAL
track,51,Positive,MEDICAL
can't,49,Positive,MEDICAL
use,48,Positive,MEDICAL
free,46,Positive,MEDICAL
better,46,Positive,MEDICAL
used,45,Positive,MEDICAL
info,43,Positive,MEDICAL
everything,43,Positive,MEDICAL
medical,42,Positive,MEDICAL
excellent,42,Positive,MEDICAL
update,41,Positive,MEDICAL
works,41,Positive,MEDICAL
know,41,Positive,MEDICAL
nice,41,Positive,MEDICAL
appointment,41,Positive,MEDICAL
blood,41,Positive,MEDICAL
access,40,Positive,MEDICAL
help,39,Positive,MEDICAL
many,38,Positive,MEDICAL
anatomy,38,Positive,MEDICAL
take,37,Positive,MEDICAL
using,36,Positive,MEDICAL
times,36,Positive,MEDICAL
found,36,Positive,MEDICAL
phone,36,Positive,MEDICAL
meds,36,Positive,MEDICAL
last,35,Positive,MEDICAL
health,35,Positive,MEDICAL
right,35,Positive,MEDICAL
new,34,Positive,MEDICAL
wish,34,Positive,MEDICAL
thank,33,Positive,MEDICAL
questions,32,Positive,MEDICAL
helps,32,Positive,MEDICAL
lot,32,Positive,MEDICAL
symptoms,31,Positive,MEDICAL
always,31,Positive,MEDICAL
open,31,Positive,MEDICAL
never,31,Positive,MEDICAL
user,30,Positive,MEDICAL
data,30,Positive,MEDICAL
people,30,Positive,MEDICAL
doctors,30,Positive,MEDICAL
thing,30,Positive,MEDICAL
order,29,Positive,MEDICAL
needs,29,Positive,MEDICAL
worth,29,Positive,MEDICAL
super,28,Positive,MEDICAL
going,28,Positive,MEDICAL
needed,28,Positive,MEDICAL
want,28,Positive,MEDICAL
tried,28,Positive,MEDICAL
first,27,Positive,MEDICAL
go,27,Positive,MEDICAL
things,27,Positive,MEDICAL
recommend,26,Positive,MEDICAL
informative,26,Positive,MEDICAL
find,26,Positive,MEDICAL
thanks,26,Positive,MEDICAL
every,26,Positive,MEDICAL
log,26,Positive,MEDICAL
far,26,Positive,MEDICAL
medications,26,Positive,MEDICAL
got,25,Positive,MEDICAL
though,25,Positive,MEDICAL
tool,25,Positive,MEDICAL
years,24,Positive,MEDICAL
problem,24,Positive,MEDICAL
change,24,Positive,MEDICAL
card,24,Positive,MEDICAL
day,24,Positive,MEDICAL
food,24,Positive,MEDICAL
android,24,Positive,MEDICAL
bp,24,Positive,MEDICAL
two,23,Positive,MEDICAL
ability,23,Positive,MEDICAL
add,23,Positive,MEDICAL
easily,23,Positive,MEDICAL
put,23,Positive,MEDICAL
since,23,Positive,MEDICAL
fast,22,Positive,MEDICAL
worked,22,Positive,MEDICAL
gives,22,Positive,MEDICAL
amazing,22,Positive,MEDICAL
results,22,Positive,MEDICAL
back,22,Positive,MEDICAL
weight,22,Positive,MEDICAL
email,22,Positive,MEDICAL
call,21,Positive,MEDICAL
appointments,21,Positive,MEDICAL
something,21,Positive,MEDICAL
without,21,Positive,MEDICAL
show,21,Positive,MEDICAL
ever,21,Positive,MEDICAL
available,21,Positive,MEDICAL
money,20,Positive,MEDICAL
keeping,20,Positive,MEDICAL
several,20,Positive,MEDICAL
test,20,Positive,MEDICAL
detailed,20,Positive,MEDICAL
life,20,Positive,MEDICAL
however,20,Positive,MEDICAL
date,20,Positive,MEDICAL
pressure,20,Positive,MEDICAL
diabetes,20,Positive,MEDICAL
care,19,Positive,MEDICAL
perfect,19,Positive,MEDICAL
ask,19,Positive,MEDICAL
looking,19,Positive,MEDICAL
option,19,Positive,MEDICAL
look,19,Positive,MEDICAL
one,19,Positive,MEDICAL
pay,19,Positive,MEDICAL
longer,19,Positive,MEDICAL
load,19,Positive,MEDICAL
office,19,Positive,MEDICAL
schedule,19,Positive,MEDICAL
quick,18,Positive,MEDICAL
little,18,Positive,MEDICAL
check,18,Positive,MEDICAL
stars,18,Positive,MEDICAL
helped,18,Positive,MEDICAL
sometimes,18,Positive,MEDICAL
handy,18,Positive,MEDICAL
hope,18,Positive,MEDICAL
drug,18,Positive,MEDICAL
features,18,Positive,MEDICAL
dr,18,Positive,MEDICAL
apple,18,Positive,MEDICAL
place,17,Positive,MEDICAL
made,17,Positive,MEDICAL
possible,17,Positive,MEDICAL
side,17,Positive,MEDICAL
awesome,17,Positive,MEDICAL
time,46,Negative,MEDICAL
even,31,Negative,MEDICAL
work,28,Negative,MEDICAL
can't,26,Negative,MEDICAL
information,21,Negative,MEDICAL
useless,20,Negative,MEDICAL
like,19,Negative,MEDICAL
would,19,Negative,MEDICAL
update,19,Negative,MEDICAL
login,17,Negative,MEDICAL
waste,16,Negative,MEDICAL
bad,16,Negative,MEDICAL
log,16,Negative,MEDICAL
never,15,Negative,MEDICAL
screen,15,Negative,MEDICAL
try,15,Negative,MEDICAL
tried,14,Negative,MEDICAL
phone,14,Negative,MEDICAL
claims,14,Negative,MEDICAL
need,13,Negative,MEDICAL
wrong,13,Negative,MEDICAL
every,13,Negative,MEDICAL
see,13,Negative,MEDICAL
card,13,Negative,MEDICAL
error,13,Negative,MEDICAL
email,13,Negative,MEDICAL
password,13,Negative,MEDICAL
past,12,Negative,MEDICAL
appointment,12,Negative,MEDICAL
annoying,12,Negative,MEDICAL
used,11,Negative,MEDICAL
helpful,11,Negative,MEDICAL
know,11,Negative,MEDICAL
also,11,Negative,MEDICAL
nothing,11,Negative,MEDICAL
ever,11,Negative,MEDICAL
account,11,Negative,MEDICAL
fix,11,Negative,MEDICAL
always,10,Negative,MEDICAL
give,10,Negative,MEDICAL
needs,10,Negative,MEDICAL
well,10,Negative,MEDICAL
much,10,Negative,MEDICAL
money,9,Negative,MEDICAL
think,9,Negative,MEDICAL
gives,9,Negative,MEDICAL
awful,9,Negative,MEDICAL
slow,9,Negative,MEDICAL
call,9,Negative,MEDICAL
home,9,Negative,MEDICAL
cannot,9,Negative,MEDICAL
could,9,Negative,MEDICAL
load,9,Negative,MEDICAL
last,9,Negative,MEDICAL
website,9,Negative,MEDICAL
doctors,8,Negative,MEDICAL
problem,8,Negative,MEDICAL
though,8,Negative,MEDICAL
going,8,Negative,MEDICAL
horrible,8,Negative,MEDICAL
little,8,Negative,MEDICAL
diagnoses,8,Negative,MEDICAL
add,8,Negative,MEDICAL
often,8,Negative,MEDICAL
review,8,Negative,MEDICAL
support,8,Negative,MEDICAL
company,8,Negative,MEDICAL
useful,8,Negative,MEDICAL
info,8,Negative,MEDICAL
type,8,Negative,MEDICAL
works,8,Negative,MEDICAL
schedule,8,Negative,MEDICAL
pets,8,Negative,MEDICAL
better,8,Negative,MEDICAL
using,8,Negative,MEDICAL
available,8,Negative,MEDICAL
refund,8,Negative,MEDICAL
thought,7,Negative,MEDICAL
anything,7,Negative,MEDICAL
helps,7,Negative,MEDICAL
something,7,Negative,MEDICAL
completely,7,Negative,MEDICAL
medical,7,Negative,MEDICAL
health,7,Negative,MEDICAL
galaxy,7,Negative,MEDICAL
insurance,7,Negative,MEDICAL
find,7,Negative,MEDICAL
full,7,Negative,MEDICAL
worst,7,Negative,MEDICAL
stupid,7,Negative,MEDICAL
working,7,Negative,MEDICAL
start,7,Negative,MEDICAL
made,7,Negative,MEDICAL
date,7,Negative,MEDICAL
office,6,Negative,MEDICAL
doctor,6,Negative,MEDICAL
ada,6,Negative,MEDICAL
great,6,Negative,MEDICAL
pay,6,Negative,MEDICAL
people,6,Negative,MEDICAL
reviews,6,Negative,MEDICAL
misdiagnosed,6,Negative,MEDICAL
seems,6,Negative,MEDICAL
forced,6,Negative,MEDICAL
new,6,Negative,MEDICAL
unresponsive,6,Negative,MEDICAL
terrible,6,Negative,MEDICAL
worthless,6,Negative,MEDICAL
cost,6,Negative,MEDICAL
care,6,Negative,MEDICAL
look,6,Negative,MEDICAL
access,6,Negative,MEDICAL
good,6,Negative,MEDICAL
issues,6,Negative,MEDICAL
unable,6,Negative,MEDICAL
records,6,Negative,MEDICAL
go,6,Negative,MEDICAL
year,6,Negative,MEDICAL
since,6,Negative,MEDICAL
says,6,Negative,MEDICAL
days,6,Negative,MEDICAL
uninstalled,6,Negative,MEDICAL
takes,6,Negative,MEDICAL
message,6,Negative,MEDICAL
already,6,Negative,MEDICAL
dental,6,Negative,MEDICAL
keeps,6,Negative,MEDICAL
version,6,Negative,MEDICAL
open,6,Negative,MEDICAL
i'd,5,Negative,MEDICAL
less,5,Negative,MEDICAL
everyone,5,Negative,MEDICAL
hospital,5,Negative,MEDICAL
thanks,5,Negative,MEDICAL
tells,5,Negative,MEDICAL
list,5,Negative,MEDICAL
change,5,Negative,MEDICAL
disorders,5,Negative,MEDICAL
thank,5,Negative,MEDICAL
mental,5,Negative,MEDICAL
two,5,Negative,MEDICAL
keep,5,Negative,MEDICAL
use,5,Negative,MEDICAL
constant,5,Negative,MEDICAL
want,5,Negative,MEDICAL
view,5,Negative,MEDICAL
s8,5,Negative,MEDICAL
gone,5,Negative,MEDICAL
id,5,Negative,MEDICAL
basic,5,Negative,MEDICAL
avoid,5,Negative,MEDICAL
appointments,5,Negative,MEDICAL
due,5,Negative,MEDICAL
reset,5,Negative,MEDICAL
help,5,Negative,MEDICAL
closed,5,Negative,MEDICAL
got,5,Negative,MEDICAL
appt,5,Negative,MEDICAL
work,22,Neutral,MEDICAL
can't,19,Neutral,MEDICAL
even,18,Neutral,MEDICAL
log,17,Neutral,MEDICAL
account,14,Neutral,MEDICAL
using,12,Neutral,MEDICAL
need,11,Neutral,MEDICAL
time,10,Neutral,MEDICAL
like,10,Neutral,MEDICAL
access,10,Neutral,MEDICAL
information,10,Neutral,MEDICAL
phone,10,Neutral,MEDICAL
blood,10,Neutral,MEDICAL
login,9,Neutral,MEDICAL
lot,8,Neutral,MEDICAL
would,8,Neutral,MEDICAL
contacts,8,Neutral,MEDICAL
email,8,Neutral,MEDICAL
saying,8,Neutral,MEDICAL
nothing,8,Neutral,MEDICAL
password,7,Neutral,MEDICAL
open,7,Neutral,MEDICAL
sign,7,Neutral,MEDICAL
try,7,Neutral,MEDICAL
track,7,Neutral,MEDICAL
find,6,Neutral,MEDICAL
helped,6,Neutral,MEDICAL
help,6,Neutral,MEDICAL
see,6,Neutral,MEDICAL
doctor,6,Neutral,MEDICAL
problem,6,Neutral,MEDICAL
screen,6,Neutral,MEDICAL
message,6,Neutral,MEDICAL
insurance,6,Neutral,MEDICAL
update,6,Neutral,MEDICAL
never,6,Neutral,MEDICAL
helpful,6,Neutral,MEDICAL
facebook,6,Neutral,MEDICAL
every,6,Neutral,MEDICAL
also,6,Neutral,MEDICAL
know,6,Neutral,MEDICAL
put,5,Neutral,MEDICAL
life,5,Neutral,MEDICAL
want,5,Neutral,MEDICAL
got,5,Neutral,MEDICAL
issue,5,Neutral,MEDICAL
works,5,Neutral,MEDICAL
used,5,Neutral,MEDICAL
without,5,Neutral,MEDICAL
says,5,Neutral,MEDICAL
card,5,Neutral,MEDICAL
could,5,Neutral,MEDICAL
anything,5,Neutral,MEDICAL
allow,5,Neutral,MEDICAL
issues,5,Neutral,MEDICAL
check,5,Neutral,MEDICAL
another,4,Neutral,PRODUCTIVITY
freezes,4,Neutral,MEDICAL
input,4,Neutral,MEDICAL
controls,4,Neutral,MEDICAL
thing,4,Neutral,MEDICAL
disorders,4,Neutral,MEDICAL
different,4,Neutral,MEDICAL
totally,4,Neutral,MEDICAL
site,4,Neutral,MEDICAL
actual,4,Neutral,MEDICAL
longer,4,Neutral,MEDICAL
started,4,Neutral,MEDICAL
yet,4,Neutral,MEDICAL
info,4,Neutral,MEDICAL
well,4,Neutral,MEDICAL
helps,4,Neutral,MEDICAL
keep,4,Neutral,MEDICAL
keeps,4,Neutral,MEDICAL
data,4,Neutral,MEDICAL
exist,4,Neutral,MEDICAL
told,4,Neutral,MEDICAL
pressure,4,Neutral,MEDICAL
connect,4,Neutral,MEDICAL
omron,4,Neutral,MEDICAL
control,4,Neutral,MEDICAL
times,4,Neutral,MEDICAL
study,4,Neutral,MEDICAL
hell,3,Neutral,MEDICAL
easier,3,Neutral,MEDICAL
convenient,3,Neutral,MEDICAL
think,3,Neutral,MEDICAL
number,3,Neutral,MEDICAL
place,3,Neutral,MEDICAL
pixel,3,Neutral,MEDICAL
asks,3,Neutral,MEDICAL
game,1010,Positive,FAMILY
version,3,Neutral,MEDICAL
support,3,Neutral,MEDICAL
made,3,Neutral,MEDICAL
call,3,Neutral,MEDICAL
today,3,Neutral,MEDICAL
rooted,3,Neutral,MEDICAL
what's,3,Neutral,MEDICAL
point,3,Neutral,MEDICAL
claim,3,Neutral,MEDICAL
unresponsive,3,Neutral,MEDICAL
informative,3,Neutral,MEDICAL
search,3,Neutral,MEDICAL
that's,3,Neutral,MEDICAL
look,3,Neutral,MEDICAL
go,3,Neutral,MEDICAL
thank,3,Neutral,MEDICAL
create,3,Neutral,MEDICAL
opportunity,3,Neutral,MEDICAL
though,3,Neutral,MEDICAL
reset,3,Neutral,MEDICAL
back,3,Neutral,MEDICAL
stay,3,Neutral,MEDICAL
cannot,3,Neutral,MEDICAL
years,3,Neutral,MEDICAL
dont,3,Neutral,MEDICAL
save,3,Neutral,MEDICAL
donor,3,Neutral,MEDICAL
error,3,Neutral,MEDICAL
drug,3,Neutral,MEDICAL
copay,3,Neutral,MEDICAL
low,3,Neutral,MEDICAL
book,3,Neutral,MEDICAL
looking,3,Neutral,MEDICAL
food,3,Neutral,MEDICAL
sugar,3,Neutral,MEDICAL
meds,3,Neutral,MEDICAL
goodrx,3,Neutral,MEDICAL
money,3,Neutral,MEDICAL
simple,2,Neutral,MEDICAL
cave,2,Neutral,MEDICAL
man,2,Neutral,MEDICAL
it!!,2,Neutral,MEDICAL
dope,2,Neutral,MEDICAL
thought,2,Neutral,MEDICAL
be!,2,Neutral,MEDICAL
shipped,2,Neutral,MEDICAL
efficient,2,Neutral,MEDICAL
took,2,Neutral,MEDICAL
seconds,2,Neutral,MEDICAL
rx,2,Neutral,MEDICAL
ordered,2,Neutral,MEDICAL
deserves,2,Neutral,MEDICAL
alot,2,Neutral,MEDICAL
defiantly,2,Neutral,MEDICAL
google,2,Neutral,MEDICAL
keyboard,2,Neutral,MEDICAL
changed,2,Neutral,MEDICAL
facts,2,Neutral,MEDICAL
backed,2,Neutral,MEDICAL
studies,2,Neutral,MEDICAL
bunch,2,Neutral,MEDICAL
opinions,2,Neutral,MEDICAL
yay,2,Neutral,MEDICAL
add,2,Neutral,MEDICAL
trichotillomania,2,Neutral,MEDICAL
mentioned,2,Neutral,MEDICAL
multiple,2,Neutral,MEDICAL
grest,2,Neutral,MEDICAL
game,758,Negative,FAMILY
comment,2,Neutral,MEDICAL
installed,2,Neutral,MEDICAL
oreo,2,Neutral,MEDICAL
use,2,Neutral,MEDICAL
worked,2,Neutral,MEDICAL
permission,2,Neutral,MEDICAL
game,3458,Positive,GAME
game,3126,Negative,GAME
play,881,Positive,GAME
like,807,Positive,GAME
good,794,Positive,GAME
fun,794,Positive,GAME
love,791,Positive,GAME
time,719,Positive,GAME
great,717,Positive,GAME
ads,693,Positive,GAME
play,622,Negative,GAME
many,507,Positive,GAME
like,497,Negative,GAME
level,474,Positive,GAME
time,467,Negative,GAME
playing,461,Positive,GAME
ads,444,Negative,GAME
level,440,Negative,GAME
games,429,Positive,GAME
much,402,Positive,GAME
free,319,Positive,GAME
new,313,Positive,GAME
levels,308,Positive,GAME
fun,306,Negative,GAME
best,297,Positive,GAME
playing,290,Negative,GAME
money,286,Positive,GAME
better,284,Positive,GAME
money,281,Negative,GAME
graphics,254,Positive,GAME
need,254,Positive,GAME
keep,252,Positive,GAME
can't,247,Negative,GAME
think,246,Positive,GAME
fix,245,Positive,GAME
want,242,Positive,GAME
love,242,Negative,GAME
can't,235,Positive,GAME
nice,234,Positive,GAME
give,231,Positive,GAME
awesome,230,Positive,GAME
back,230,Positive,GAME
update,226,Positive,GAME
add,225,Positive,GAME
problem,222,Positive,GAME
stars,221,Positive,GAME
levels,221,Negative,GAME
thing,219,Positive,GAME
ad,218,Positive,GAME
back,218,Negative,GAME
every,217,Negative,GAME
fix,217,Negative,GAME
pay,215,Positive,GAME
go,212,Positive,GAME
people,210,Positive,GAME
phone,205,Positive,GAME
well,194,Positive,GAME
able,191,Positive,GAME
lot,191,Positive,GAME
win,189,Positive,GAME
hard,186,Negative,GAME
played,185,Positive,GAME
buy,184,Positive,GAME
stars,180,Negative,GAME
first,179,Positive,GAME
games,178,Negative,GAME
give,173,Negative,GAME
addictive,172,Positive,GAME
never,172,Positive,GAME
want,172,Negative,GAME
easy,171,Positive,GAME
good,171,Negative,GAME
times,170,Positive,GAME
new,170,Negative,GAME
much,163,Negative,GAME
bad,162,Negative,GAME
coins,161,Positive,GAME
annoying,161,Negative,GAME
photos,270,Positive,PHOTOGRAPHY
enjoy,159,Positive,GAME
work,159,Positive,GAME
update,159,Negative,GAME
news,315,Positive,NEWS_AND_MAGAZINES
review,158,Positive,GAME
news,152,Negative,NEWS_AND_MAGAZINES
full,156,Positive,GAME
characters,156,Positive,GAME
know,154,Positive,GAME
many,150,Negative,GAME
hard,149,Positive,GAME
without,147,Positive,GAME
hate,145,Negative,GAME
spend,144,Positive,GAME
gameplay,144,Positive,GAME
things,143,Positive,GAME
start,143,Negative,GAME
players,142,Positive,GAME
going,141,Positive,GAME
need,141,Negative,GAME
far,138,Positive,GAME
lot,138,Negative,GAME
one,136,Positive,GAME
challenging,135,Positive,GAME
sometimes,134,Positive,GAME
great,134,Negative,GAME
screen,132,Positive,GAME
could,129,Negative,GAME
good,131,Positive,NEWS_AND_MAGAZINES
